Player,Team,G,GS,Min,Poss,%Tm,PTS,FGM,FGA,FGPct,3PM,3PA,P3Pct,FTM,FTA,FTPct,Tot,Def,Off,AST,PF,TO,BLK,STL,Elig,Position,Jersey,ESPN_ID
Cyr Malonga,NMSU,24,16,11.6,3.1,4.40%,3.7,1.4,2.0,67.30%,0.0,0.0,0.00%,0.9,1.9,47.80%,2.5,1.3,1.2,0.2,1.5,0.7,0.4,0.3,JR,C,24,5175054
Robert Jennings,OKST,3,3,12.7,3.9,4.60%,3.7,1.3,3.0,44.40%,0.3,0.7,50.00%,0.7,1.3,50.00%,4.0,3.0,1.0,0.0,2.0,1.0,0.3,1.0,SR,F,25,5106286
Tibor Mirtic,PSU,15,1,14.2,3.9,5.60%,3.7,1.7,3.1,53.20%,0.1,0.2,33.30%,0.3,0.9,30.80%,3.3,1.9,1.5,0.7,1.5,0.7,0.1,0.5,FR,F,16,5312028
Jaylen Harrell,PROV,6,0,8.8,2.2,3.00%,3.7,1.3,2.7,50.00%,0.5,1.8,27.30%,0.5,0.5,100.00%,0.7,0.2,0.5,0.3,0.3,0.0,0.0,0.2,FR,G,4,5144104
Chandler Bing,VAN,35,0,14.7,3.3,4.60%,3.7,1.2,2.5,47.70%,0.3,1.1,28.90%,0.9,1.5,63.50%,1.6,0.8,0.7,0.3,1.4,0.6,0.2,0.3,FR,G,7,5311759
Cam Hiatt,DART,23,1,17.6,4.0,5.70%,3.7,1.2,3.6,32.50%,0.8,2.6,31.70%,0.5,0.6,84.60%,1.7,1.7,0.1,1.1,1.3,0.8,0.2,0.6,FR,G,11,5313700
Austin Cross,TROY,34,1,16.1,3.4,4.70%,3.6,1.2,3.6,34.10%,0.8,2.6,30.00%,0.4,0.7,56.50%,1.5,1.0,0.5,0.4,1.1,0.4,0.1,0.4,FR,G,95,5240749
Christian Jones,KSU,31,1,17.4,4.6,6.00%,3.6,1.3,4.3,31.10%,0.5,2.2,23.20%,0.5,0.6,83.30%,1.8,1.5,0.4,1.3,1.2,0.8,0.2,0.6,UNK,,,
Vince Dawson III,MORE,33,10,16.3,2.7,3.90%,3.6,1.3,3.2,39.60%,0.9,2.4,38.00%,0.2,0.2,75.00%,2.2,1.6,0.6,0.4,0.5,0.2,0.0,0.3,FR,G,5,5314327
Quintin Cooper,HAMP,27,3,8.6,3.9,5.50%,3.6,1.6,4.1,37.50%,0.2,1.1,16.10%,0.3,0.6,56.30%,1.1,0.7,0.3,0.6,0.9,0.5,0.1,0.2,FR,G,24,5312156
Thiago Sucatzky,FIU,32,0,13.7,4.6,6.10%,3.6,1.3,3.3,41.00%,0.3,0.8,44.00%,0.6,0.7,82.60%,1.0,0.9,0.2,2.2,1.0,1.5,0.0,0.8,FR,G,6,5312336
Trevin Jirak,IOWA,16,0,8.3,3.7,5.80%,3.6,1.1,2.3,48.60%,0.2,1.1,17.60%,1.2,1.7,70.40%,1.0,0.9,0.1,1.2,1.2,1.0,0.1,0.1,FR,C,27,5311843
Allen Udemadu,JAC,24,0,11.4,3.4,5.00%,3.6,1.4,2.3,60.00%,0.0,0.0,0.00%,0.9,1.2,75.00%,2.5,1.4,1.1,0.2,2.3,1.0,0.1,0.4,UNK,,,
Isaiah Williams,PST,24,3,14.4,3.2,4.50%,3.6,1.2,2.9,40.00%,0.4,1.7,24.40%,0.9,1.2,75.00%,1.5,1.3,0.3,0.3,2.1,0.5,0.3,0.8,UNK,,,
Chiante' Tramble,SMIS,34,0,12.3,3.3,4.70%,3.6,1.2,3.1,39.00%,0.7,1.9,35.90%,0.5,0.7,78.30%,1.1,0.9,0.2,0.9,1.1,0.7,0.0,0.4,UNK,,,
Pavle Stosic,PEPP,31,12,16.2,4.0,5.60%,3.6,1.4,3.1,46.30%,0.2,0.8,20.00%,0.6,1.1,54.30%,3.8,1.9,1.8,0.7,1.9,0.6,0.5,0.4,SO,F,4,5176260
Darren Harris,DUKE,33,0,10.3,2.6,3.80%,3.6,1.0,2.7,36.70%,0.7,2.1,33.30%,0.9,1.2,76.90%,0.9,0.5,0.5,0.4,0.8,0.2,0.0,0.3,SO,G,8,4873107
Dante' Kearse,CIT,33,0,10.9,2.9,4.20%,3.6,1.2,2.7,46.10%,0.7,1.6,41.50%,0.5,0.8,60.00%,1.8,1.2,0.7,0.6,1.5,0.4,0.0,0.2,SO,F,11,5243245
Keitenn Bristow,ALA,10,1,12.6,4.3,5.50%,3.6,1.2,3.3,36.40%,0.1,0.9,11.10%,1.1,1.5,73.30%,4.0,2.5,1.5,0.5,2.8,0.8,0.6,0.6,SO,F,10,5241440
Anastasios Rozakeas,MSMU,25,8,13.8,3.4,4.90%,3.6,1.2,3.7,33.30%,0.9,2.8,32.90%,0.2,0.2,83.30%,2.0,1.5,0.4,0.5,1.2,0.6,0.0,0.4,UNK,,,
Anastasios Rozakeas,MSMMD,25,8,13.8,3.4,4.90%,3.6,1.2,3.7,33.30%,0.9,2.8,32.90%,0.2,0.2,83.30%,2.0,1.5,0.4,0.5,1.2,0.6,0.0,0.4,UNK,,,
Alexis Marmolejos,PAC,25,0,9.2,3.1,4.60%,3.6,1.2,3.3,35.40%,0.6,2.1,30.20%,0.6,0.8,84.20%,1.6,1.2,0.3,0.3,0.5,0.4,0.1,0.2,SR,G,0,5242571
Tai Turnage,QU,30,0,12.5,3.8,5.30%,3.6,1.0,3.4,29.40%,0.6,1.8,33.30%,1.0,1.2,81.10%,1.3,1.0,0.3,2.1,1.1,0.4,0.0,0.6,UNK,,,
Jeremiah Littlejohn,RMU,5,0,4.0,2.7,3.90%,3.6,1.2,2.8,42.90%,0.4,1.0,40.00%,0.8,1.0,80.00%,0.4,0.4,0.0,0.2,0.2,0.6,0.0,0.6,JR,G,21,5313734
Jayce Depron,SOU,5,0,7.6,2.5,2.90%,3.6,1.4,3.4,41.20%,0.8,2.6,30.80%,0.0,0.0,0.00%,1.2,1.2,0.0,0.2,0.8,0.2,0.2,0.4,SO,G,5,5243367
Kwo Agwa,UTRGV,30,0,11.2,2.9,4.10%,3.6,1.5,2.4,63.00%,0.2,0.3,55.60%,0.4,0.8,47.80%,1.9,1.4,0.5,0.9,1.0,0.5,0.5,0.4,UNK,,,
Ramel Bethea,UWGB,30,4,12.6,2.7,4.00%,3.6,1.6,2.1,74.60%,0.0,0.0,0.00%,0.5,0.7,66.70%,2.6,1.4,1.1,0.3,2.0,0.6,1.3,0.3,UNK,,,
Adriel Nyorha,USF,27,2,10.6,4.3,5.60%,3.6,1.3,3.2,39.10%,0.4,1.1,32.30%,0.7,1.0,67.90%,1.6,1.1,0.4,1.9,0.8,1.1,0.1,0.6,FR,G,21,5313563
Dillon Tingler,DREX,29,0,9.9,3.1,4.50%,3.6,1.1,2.6,43.20%,0.5,1.3,37.80%,0.9,1.0,92.90%,1.9,1.4,0.6,0.4,1.3,0.7,0.1,0.6,SO,G,23,5101666
Milan Mejia,ULL,29,19,22.0,3.6,5.40%,3.6,1.2,3.9,31.60%,1.1,3.3,32.00%,0.0,0.1,33.30%,1.3,1.0,0.3,0.7,1.9,0.5,0.0,1.0,UNK,,,
Josh Dalton,LMU,29,0,12.7,3.0,4.20%,3.6,1.3,2.8,45.10%,0.6,1.8,33.30%,0.4,0.6,72.20%,2.6,2.0,0.6,0.5,1.0,0.4,0.1,0.2,FR,F,6,5314796
Travis Roberts,ALCN,31,10,16.5,3.9,5.50%,3.6,1.3,4.0,32.30%,0.7,2.5,29.10%,0.3,0.5,50.00%,1.6,1.1,0.5,0.4,0.8,0.5,0.2,0.3,SR,SG,30,4684734
Khalil Badru,IONA,31,0,10.2,3.7,5.20%,3.6,1.3,2.6,49.40%,0.0,0.4,9.10%,1.0,1.5,62.50%,2.6,1.9,0.7,0.2,1.0,0.9,0.4,0.3,SO,G,4,5239768
Nehikhare Igiehon,HOUC,19,2,10.4,3.2,4.70%,3.6,1.5,2.7,56.90%,0.0,0.1,0.00%,0.5,1.1,50.00%,2.2,1.4,0.8,0.3,1.7,0.6,0.4,0.3,UNK,,,
Bryson Wheatfall,TAMCC,26,5,11.3,3.9,5.50%,3.6,1.4,3.7,37.90%,0.1,0.5,25.00%,0.7,1.1,64.30%,1.9,1.2,0.7,0.6,1.4,0.5,0.3,0.5,UNK,,,
JJ Wheat,USA,33,0,13.4,4.0,5.80%,3.6,1.3,2.8,47.80%,0.2,0.4,46.20%,0.7,1.6,46.20%,1.5,1.0,0.5,1.2,1.7,0.8,0.0,0.7,SR,G,6,5240643
"Marcus Adams, Jr.",ASU,14,0,11.7,3.5,4.70%,3.6,1.0,2.9,34.10%,0.6,1.9,29.60%,1.0,1.4,70.00%,2.4,1.9,0.4,0.2,1.4,0.5,0.3,0.2,JR,F,8,5142326
Jaydon Cole,MER,7,0,6.4,3.0,3.80%,3.6,1.3,3.4,37.50%,0.9,2.9,30.00%,0.1,0.3,50.00%,1.7,1.6,0.1,1.3,0.3,0.3,0.0,0.3,FR,G,22,5314530
Myles Watkins,BELL,30,2,10.8,3.6,5.30%,3.6,1.4,2.7,51.20%,0.1,0.5,21.40%,0.7,0.7,90.90%,1.0,0.7,0.3,1.2,0.8,0.8,0.0,0.6,SR,G,5,5239765
AJ Hopkins,UTM,30,1,10.9,2.6,3.80%,3.6,1.1,3.0,36.70%,0.9,2.6,36.40%,0.4,0.6,72.20%,2.0,1.6,0.3,0.3,0.9,0.3,0.3,0.4,SR,F,11,5243006
Caleb Embeya,TOWS,34,16,20.7,4.1,6.20%,3.6,1.2,2.4,50.00%,0.0,0.0,0.00%,1.1,1.9,59.10%,5.8,2.9,2.9,0.4,2.9,0.9,0.4,0.9,UNK,,,
Cam Estevez,FAIR,20,3,11.6,3.3,4.70%,3.6,1.3,3.5,35.70%,0.6,1.6,40.60%,0.4,0.6,72.70%,1.2,0.9,0.3,0.9,0.8,0.5,0.1,0.2,JR,G,3,5174619
Ali Assran,POLY,31,5,12.7,4.4,5.60%,3.5,1.2,2.8,43.20%,0.2,0.9,21.40%,0.9,1.5,59.60%,3.4,2.1,1.3,0.7,2.4,1.2,0.6,0.4,UNK,,,
Jamari McDowell,KAN,33,7,17.8,3.3,4.70%,3.5,1.1,3.0,36.40%,0.9,2.6,35.30%,0.5,0.7,62.50%,1.6,1.4,0.2,1.2,1.5,0.5,0.2,0.4,UNK,,,
Jarne Bohari Elouna Eyenga,CHAR,24,12,18.4,3.7,5.50%,3.5,1.3,2.9,45.70%,0.3,1.1,29.60%,0.5,1.0,56.50%,3.0,2.2,0.8,0.7,2.3,0.9,0.1,0.4,UNK,,,
Jeremy Foumena,UCF,26,0,9.6,3.0,4.00%,3.5,1.5,2.8,54.80%,0.0,0.0,0.00%,0.5,0.9,50.00%,2.3,1.5,0.9,0.2,1.3,0.4,0.2,0.1,JR,C,0,5105970
Ahmed Nedal Abdelrahman,TXSO,13,0,11.7,3.0,3.90%,3.5,1.2,2.8,41.70%,0.7,2.0,34.60%,0.5,1.0,53.80%,1.6,1.4,0.2,0.5,0.9,0.4,0.1,0.4,FR,G,9,5323990
Brendan Oliver,CAN,30,2,10.0,3.4,5.10%,3.5,1.2,3.2,38.50%,0.3,1.1,29.40%,0.7,1.0,75.90%,1.9,1.1,0.8,0.2,1.0,0.5,0.0,0.2,FR,F,22,5311728
Villiam Garcia Adsten,DREX,32,10,17.6,5.2,7.70%,3.5,1.2,3.7,32.50%,0.4,1.5,29.80%,0.7,1.3,54.80%,3.8,2.4,1.3,1.3,1.8,1.3,0.3,0.4,JR,G,22,5176529
Malachi Smith,UCONN,34,0,15.0,4.5,6.60%,3.5,1.1,3.2,36.10%,0.6,1.2,47.50%,0.7,1.3,53.50%,1.5,1.1,0.4,2.7,1.1,1.0,0.1,0.6,UNK,,,
Peitok Machar,MCNS,34,6,12.5,2.5,3.60%,3.5,1.3,1.9,70.30%,0.0,0.1,0.00%,0.9,1.5,57.70%,3.1,1.6,1.5,0.1,1.5,0.3,0.7,0.4,UNK,,,
J.R. Leonard,STET,23,0,9.6,3.6,5.10%,3.5,1.3,3.7,35.70%,0.4,1.6,24.30%,0.5,1.2,44.40%,1.0,0.3,0.7,0.1,0.6,0.2,0.0,0.2,FR,G,15,5314561
Ryan Conway,TOWS,23,9,10.1,2.4,3.60%,3.5,1.1,3.0,37.10%,1.0,2.9,36.40%,0.2,0.3,71.40%,0.7,0.4,0.3,0.3,0.6,0.2,0.0,0.1,UNK,,,
Jaden Haire,TAMCC,25,3,10.0,3.5,4.80%,3.5,1.4,2.6,53.10%,0.0,0.0,0.00%,0.8,1.4,57.10%,1.9,1.0,0.9,0.3,1.0,0.8,0.2,0.3,UNK,,,
Kiir Kuany,OHIO,31,1,8.7,2.5,3.50%,3.5,1.4,2.7,53.00%,0.2,0.9,24.10%,0.5,0.6,73.70%,1.4,1.0,0.3,0.2,1.2,0.3,0.4,0.3,FR,F,17,5243081
Kyle Marshall,AFA,4,0,16.5,4.3,6.20%,3.5,1.8,4.3,41.20%,0.0,0.5,0.00%,0.0,0.8,0.00%,2.8,1.5,1.3,2.0,1.3,0.3,0.3,0.5,UNK,,,
Daniel James,CCSU,28,5,12.6,2.9,4.30%,3.5,1.3,2.6,51.40%,0.3,0.8,31.80%,0.6,0.8,73.90%,3.1,2.3,0.9,0.4,1.6,0.4,0.2,0.3,SO,F,22,5312654
Jalen St. Clair,DSU,26,0,13.8,4.6,6.70%,3.5,1.2,3.7,33.70%,0.2,1.1,17.90%,0.8,1.4,61.10%,0.8,0.6,0.2,1.2,1.4,1.0,0.1,0.8,FR,G,8,5317273
Griffen Goodbary,DRK,32,0,13.1,3.0,4.30%,3.5,1.2,2.3,51.40%,0.3,1.0,34.40%,0.8,1.3,67.50%,2.7,1.8,0.9,0.9,1.3,0.4,0.3,0.2,UNK,,,
Isaiah Sutherland,ETSU,24,0,11.0,2.8,4.10%,3.5,1.3,3.1,40.00%,0.8,2.3,33.90%,0.2,0.4,55.60%,1.8,1.3,0.6,0.2,1.0,0.2,0.0,0.4,FR,F,24,5314499
Max Langenfeld,FAU,16,1,8.2,3.0,4.10%,3.5,1.3,3.4,37.00%,0.8,2.8,27.30%,0.3,0.4,66.70%,0.9,0.7,0.2,0.5,0.5,0.5,0.1,0.3,FR,G,9,5239839
Ante Beljan,UIC,26,5,7.4,2.7,3.80%,3.5,1.5,2.4,62.90%,0.0,0.0,0.00%,0.5,0.8,65.00%,1.0,0.5,0.5,0.2,1.0,0.7,0.2,0.2,JR,F,21,5108799
Ike Cornish,JMU,6,0,11.0,3.5,5.20%,3.5,1.0,2.5,40.00%,0.8,2.3,35.70%,0.7,1.5,44.40%,2.3,2.3,0.0,0.7,1.3,1.0,0.2,0.2,SR,G,23,4684158
Trent Edwards,MORG,2,1,17.0,3.8,5.80%,3.5,1.5,3.5,42.90%,0.0,0.5,0.00%,0.5,1.5,33.30%,3.5,3.0,0.5,0.0,1.0,0.5,0.0,0.0,JR,F,13,5176291
"K.J. Windham, Jr.",NU,14,0,12.4,3.2,4.60%,3.5,1.1,3.4,31.90%,0.9,2.6,32.40%,0.5,0.5,100.00%,1.4,1.2,0.1,1.1,0.4,0.2,0.1,0.5,SO,G,24,5101650
Harrison Alexander,SIUE,18,0,8.2,2.7,3.90%,3.5,1.4,2.9,50.00%,0.4,1.6,27.60%,0.2,0.3,60.00%,0.8,0.3,0.5,0.3,0.5,0.4,0.0,0.3,SO,G,8,5174316
Luca Andrei Colceag,UTM,28,5,12.9,3.5,5.00%,3.5,1.1,3.3,34.80%,0.8,2.6,29.70%,0.4,0.8,57.10%,2.1,1.5,0.6,0.7,0.8,0.7,0.5,0.5,UNK,,,
Pierce Spencer,UTSA,4,0,12.5,4.0,5.40%,3.5,1.3,3.5,35.70%,0.0,0.5,0.00%,1.0,1.5,66.70%,1.0,1.0,0.0,1.8,1.3,0.5,0.3,0.8,SR,G,5,4703670
Jordan Brinson,CSUN,33,1,18.3,3.3,4.20%,3.5,1.2,3.0,38.80%,0.7,1.9,34.90%,0.5,0.6,85.00%,2.8,2.4,0.5,1.6,1.1,0.5,0.1,0.4,SR,G,23,4432899
Zach Keller,USU,33,25,13.8,3.1,4.40%,3.5,1.3,2.3,57.10%,0.2,0.5,50.00%,0.6,1.1,52.80%,2.1,1.2,0.9,0.5,2.2,0.6,0.1,0.2,SR,F,32,4896363
Marcus Glover,UIW,29,20,16.5,3.6,5.30%,3.5,1.0,1.9,50.00%,0.0,0.0,0.00%,1.6,2.2,70.30%,3.4,1.4,1.9,0.6,2.3,0.7,0.6,0.4,JR,F,8,5176580
Warren Marshall IV,OAK,29,0,12.7,2.8,3.80%,3.5,1.4,2.6,52.60%,0.2,1.0,23.30%,0.5,0.8,58.30%,1.7,1.1,0.7,0.2,1.1,0.4,0.6,0.6,FR,G,13,5241684
D.J. Nix,CORN,27,11,12.3,3.4,4.60%,3.5,1.2,2.9,41.80%,0.7,1.9,37.30%,0.3,0.6,56.30%,1.7,1.3,0.3,1.1,0.9,0.7,0.4,0.3,UNK,,,
Amaree Abram,TENN,23,3,10.8,2.6,3.70%,3.5,1.1,2.9,39.40%,0.6,1.7,36.80%,0.6,0.8,77.80%,1.5,1.1,0.3,0.8,1.1,0.3,0.0,0.7,SR,G,77,5105544
D.J. Stickman,FRES,21,1,14.5,3.7,5.10%,3.5,1.1,2.0,55.80%,0.2,0.4,44.40%,1.0,1.4,72.40%,2.5,2.1,0.4,1.3,1.3,1.2,0.1,1.0,FR,G,6,5315573
Quron Elliott,MANH,30,0,11.6,3.2,4.60%,3.5,1.3,3.1,43.50%,0.2,0.7,31.80%,0.6,0.8,70.80%,1.2,0.9,0.2,0.9,0.7,0.5,0.0,0.1,UNK,,,
Mike Jones,ALCN,13,5,15.0,5.0,6.70%,3.5,1.4,3.5,39.10%,0.1,0.7,11.10%,0.6,1.3,47.10%,3.5,1.9,1.5,1.1,2.0,1.2,0.5,0.5,FR,SG,22,5313435
Kayden Edwards,TCU,13,0,6.7,2.6,3.50%,3.5,1.3,2.9,44.70%,0.8,1.8,43.50%,0.1,0.3,25.00%,0.8,0.6,0.2,0.6,0.3,0.4,0.0,0.1,FR,G,7,5101787
Jacob Wassler,BELL,22,0,12.7,3.4,4.90%,3.5,1.2,2.6,45.60%,0.5,1.3,35.70%,0.6,0.6,100.00%,2.5,1.7,0.8,0.4,2.1,0.8,0.5,0.2,FR,C,44,5312903
Jaylen Jordon,JAC,22,1,11.5,3.2,4.70%,3.5,1.5,2.5,61.10%,0.0,0.0,0.00%,0.5,0.6,71.40%,2.7,1.6,1.1,0.3,2.0,1.0,0.3,0.3,UNK,,,
Bendji Pierre,MER,22,0,8.1,2.9,4.00%,3.5,1.2,3.5,35.50%,0.7,2.3,30.00%,0.3,0.5,58.30%,1.1,0.8,0.4,0.2,0.4,0.3,0.1,0.3,SR,F,8,5105414
Zayden High,UNC,29,2,9.1,3.4,4.80%,3.4,1.3,2.7,48.10%,0.1,0.6,18.80%,0.8,1.2,67.60%,2.8,2.0,0.9,0.5,1.1,0.6,0.2,0.3,SO,F,1,4895793
Jamie Vinson,TXAM,29,0,6.4,2.8,3.80%,3.4,1.4,2.6,53.90%,0.1,0.6,17.60%,0.5,0.9,57.70%,2.1,1.4,0.7,0.4,1.1,0.4,0.6,0.1,UNK,,,
Dola Adebayo,GMU,27,13,11.6,3.4,5.10%,3.4,1.2,2.9,42.30%,0.2,0.9,26.10%,0.8,1.0,80.80%,2.3,1.5,0.8,0.4,1.3,0.6,0.3,0.6,SR,F,4,4897976
Christian Jones,LONB,18,1,10.3,2.8,3.70%,3.4,1.2,2.8,44.00%,0.6,1.7,35.50%,0.4,0.5,77.80%,1.4,1.0,0.4,0.3,1.5,0.4,0.4,0.6,UNK,,,
David Simon,UVM,18,0,10.6,2.5,3.80%,3.4,1.5,2.3,65.90%,0.2,0.4,57.10%,0.2,0.6,36.40%,2.2,1.8,0.4,0.3,1.1,0.6,0.6,0.1,SO,F,0,5176447
Grant Slatten,UTT,25,16,16.5,3.2,4.60%,3.4,1.2,2.8,43.70%,0.4,1.4,30.60%,0.5,0.8,65.00%,1.9,1.4,0.5,0.7,1.2,0.6,0.2,0.5,UNK,,,
Tucker Anderson,USU,25,8,11.7,2.6,3.70%,3.4,1.2,2.8,40.80%,0.7,2.0,36.00%,0.4,0.6,71.40%,1.2,0.6,0.6,0.7,1.1,0.1,0.2,0.3,JR,F,3,5175860
Kellan Boylan,LIP,32,0,12.2,3.5,4.90%,3.4,1.2,2.6,46.30%,0.0,0.5,6.30%,1.0,1.5,67.30%,3.6,2.4,1.2,0.7,1.6,0.4,0.2,0.6,SR,F,23,5113385
Trenton Ruth,STON,32,0,10.8,4.1,5.90%,3.4,1.2,3.7,32.80%,0.4,1.6,28.00%,0.6,0.9,62.10%,1.1,0.9,0.2,1.2,0.9,0.7,0.0,0.3,UNK,,,
Makai Richards,CHAT,32,13,13.2,3.4,4.90%,3.4,1.3,2.3,58.10%,0.0,0.1,33.30%,0.7,0.9,76.70%,3.1,2.2,0.9,0.9,2.1,0.8,0.5,0.3,UNK,,,
Amir Jenkins,WVU,32,0,16.0,4.4,6.70%,3.4,1.2,3.4,33.60%,0.3,0.9,28.60%,0.9,1.6,53.80%,2.1,1.8,0.3,2.0,1.5,0.7,0.0,0.6,FR,G,2,5293246
Adria Rodriguez,WSU,32,11,20.3,6.0,8.60%,3.4,1.3,3.3,40.40%,0.0,0.5,6.70%,0.8,1.8,42.40%,3.4,2.4,1.0,3.3,1.9,1.7,0.2,1.1,SR,G,13,5313053
Jason Clarke,APP,23,0,13.3,3.7,5.50%,3.4,1.3,3.3,39.50%,0.2,1.3,17.20%,0.6,1.0,58.30%,1.6,1.2,0.3,1.4,1.3,0.5,0.0,0.4,SO,G,5,5239579
Lassina Traore,TEX,23,1,15.7,4.1,5.70%,3.4,1.0,2.1,44.90%,0.0,0.0,0.00%,1.5,2.3,66.00%,5.1,3.2,1.9,0.6,2.3,1.0,0.3,0.5,SR,F,23,4897052
Miles Goodman,TXARL,30,16,13.3,3.6,5.10%,3.4,1.4,3.1,45.20%,0.1,0.3,33.30%,0.5,1.0,51.60%,2.7,1.9,0.8,0.1,2.2,0.9,0.4,0.3,UNK,,,
J.C. Riley Jr.,NWST,21,4,11.0,3.0,4.50%,3.4,1.3,2.6,51.90%,0.0,0.1,50.00%,0.7,0.8,88.20%,2.4,1.4,1.0,0.6,1.3,0.4,0.2,0.3,SR,C,21,5176673
Antwann Jones,UNCG,7,0,11.4,3.8,5.20%,3.4,1.4,3.4,41.70%,0.4,1.1,37.50%,0.1,0.3,50.00%,2.1,1.6,0.6,0.4,1.0,0.9,0.1,0.3,SR,G,0,4396634
Garrett Sundra,ND,31,16,17.6,3.0,4.50%,3.4,1.3,2.9,44.40%,0.5,1.7,30.80%,0.3,0.5,58.80%,3.0,2.0,1.1,0.5,1.7,0.4,0.3,0.2,SO,F,12,5142610
Stephen Giwa,RICE,31,13,15.5,3.5,4.90%,3.4,1.4,2.3,60.60%,0.0,0.0,0.00%,0.6,1.4,47.60%,4.8,2.4,2.5,0.4,2.3,0.7,1.1,0.4,SR,C,32,5107293
Rob Stroud,UWGB,12,1,4.4,3.1,4.50%,3.4,1.2,2.8,42.40%,0.1,0.5,16.70%,1.0,1.3,75.00%,1.2,0.9,0.3,0.1,1.0,0.3,0.0,0.0,UNK,,,
Jerrell Roberson,UML,12,0,7.8,3.0,4.10%,3.4,1.3,2.3,53.60%,0.0,0.0,0.00%,0.9,1.7,55.00%,2.4,1.7,0.8,0.0,1.3,0.5,0.2,0.2,JR,F,15,5107225
RJ Greer,DAV,17,0,6.7,2.4,3.70%,3.4,0.9,2.3,41.00%,0.7,1.6,42.90%,0.8,0.9,93.30%,0.5,0.4,0.1,0.3,0.5,0.4,0.1,0.2,FR,G,7,5311850
Darius Robinson Jr.,SIUE,22,0,9.6,3.4,4.90%,3.4,1.2,3.4,34.70%,0.6,2.2,29.20%,0.4,0.6,64.30%,0.8,0.7,0.1,0.8,0.5,0.5,0.0,0.5,SR,G,7,5241623
Bodey Howell,RICE,25,0,10.6,2.7,3.80%,3.4,1.3,3.3,40.20%,0.8,1.9,40.40%,0.0,0.0,0.00%,0.6,0.5,0.1,0.6,0.8,0.4,0.0,0.3,FR,G,7,5254173
Gabe Sisk,ETSU,18,0,9.9,3.1,4.50%,3.4,1.2,2.3,50.00%,0.1,0.6,10.00%,1.0,1.1,90.00%,2.3,1.4,0.8,0.7,0.7,0.6,0.1,0.6,JR,G,21,4711273
Ma'Kye Taylor,ALBY,31,4,13.7,3.7,5.40%,3.4,1.5,3.3,46.50%,0.1,0.7,9.10%,0.3,0.6,45.00%,2.2,1.0,1.2,0.5,1.7,0.8,0.3,0.3,UNK,,,
Ma'Kye Taylor,NYALB,31,4,13.7,3.7,5.40%,3.4,1.5,3.3,46.50%,0.1,0.7,9.10%,0.3,0.6,45.00%,2.2,1.0,1.2,0.5,1.7,0.8,0.3,0.3,UNK,,,
Ariik-Mkoje Mawien,NCOLO,31,4,8.9,3.3,4.50%,3.4,1.4,3.0,45.20%,0.3,1.4,23.30%,0.4,0.6,57.90%,2.0,1.6,0.4,0.4,0.8,0.6,0.2,0.2,UNK,,,
Tristen Guillouette,FGCU,29,7,13.4,3.4,4.70%,3.4,1.2,2.3,53.00%,0.0,0.0,0.00%,1.0,1.5,63.60%,3.0,1.1,1.9,0.6,1.7,0.6,0.6,0.6,SO,C,21,5239793
Sebastian Whitfield,PRIN,29,3,12.5,3.8,5.70%,3.4,1.3,3.4,37.00%,0.4,1.5,27.30%,0.4,0.7,60.00%,1.9,1.5,0.4,0.5,0.9,0.8,0.1,0.3,FR,F,23,5314682
Jesse Burris,OHIO,24,0,10.0,3.2,4.50%,3.4,1.2,3.3,36.30%,0.6,2.1,28.00%,0.4,0.4,90.00%,1.2,0.8,0.4,0.2,1.0,0.5,0.2,0.2,FR,G,21,5243083
Amadou Doumbia,NCAT,27,23,14.0,3.2,4.60%,3.4,1.3,2.4,51.50%,0.0,0.1,0.00%,0.9,1.3,63.90%,4.0,2.6,1.4,0.2,2.3,0.5,1.3,0.5,SO,F,14,5239652
Keyshawn Mitchell,VCU,19,2,11.1,3.2,4.50%,3.4,1.0,2.5,40.40%,0.3,1.3,20.80%,1.1,1.8,61.80%,2.6,2.1,0.6,0.5,1.3,0.5,0.3,0.2,JR,F,22,5174851
Zander Carter,LIB,33,0,12.9,3.1,4.70%,3.4,1.2,2.5,48.80%,0.4,1.2,30.00%,0.6,1.2,46.30%,1.8,1.4,0.4,0.8,1.3,0.3,0.0,0.7,FR,G,1,5254332
Chidi Chiakwelu,PRES,33,0,11.1,2.7,3.80%,3.4,1.4,2.0,68.20%,0.0,0.0,0.00%,0.6,1.5,43.80%,2.4,1.5,0.9,0.1,1.7,0.5,1.1,0.2,FR,F,6,5241605
Kade Unseld,WKU,22,4,11.7,3.3,4.40%,3.4,1.2,3.9,30.60%,1.0,3.4,28.00%,0.0,0.1,50.00%,1.7,1.3,0.5,0.4,1.4,0.4,0.1,0.3,FR,G,6,5242615
Makhai Anderson,WAG,22,7,9.5,3.0,4.20%,3.4,1.1,2.3,47.10%,0.1,0.5,27.30%,1.0,1.5,67.60%,2.2,1.2,1.0,0.4,1.5,0.4,0.2,0.2,SO,G,15,5242415
William Harper,RICH,14,0,10.4,3.4,5.00%,3.4,0.9,2.8,33.30%,0.4,1.2,29.40%,1.1,1.4,84.20%,1.6,0.9,0.7,0.5,1.4,0.5,0.0,0.4,FR,G,11,5254321
Bryan Etumnu,WRST,17,8,11.5,3.5,4.90%,3.4,1.2,3.5,35.60%,0.6,2.1,28.60%,0.3,0.5,55.60%,2.4,1.8,0.6,0.5,0.9,0.5,0.2,0.3,SR,F,1,5106602
