Player,Team,G,GS,Min,Poss,%Tm,PTS,FGM,FGA,FGPct,3PM,3PA,P3Pct,FTM,FTA,FTPct,Tot,Def,Off,AST,PF,TO,BLK,STL,Elig,Position,Jersey,ESPN_ID
Drew McKenna,ODU,26,0,11.0,3.9,5.30%,4.0,1.5,3.7,41.20%,0.3,1.1,24.10%,0.6,0.8,76.20%,2.5,2.0,0.5,0.5,1.2,0.5,0.2,0.3,SO,G,7,5197113
Milton Matthews,ETSU,23,0,9.9,2.7,3.90%,4.0,1.4,3.3,41.60%,1.0,2.7,38.10%,0.1,0.2,75.00%,1.4,1.2,0.2,0.5,0.9,0.1,0.1,0.6,SR,G,55,4704090
Brendan Hausen,IOWA,21,0,10.1,3.0,4.70%,4.0,1.2,3.7,32.50%,1.0,3.2,32.80%,0.5,0.5,100.00%,0.7,0.7,0.0,0.5,0.8,0.1,0.0,0.2,SR,G,15,5105589
Bashir N'Galang,MAINE,21,4,13.0,4.8,7.30%,4.0,1.1,2.7,42.90%,0.1,0.5,18.20%,1.6,2.7,57.90%,1.4,1.3,0.1,1.2,1.3,1.3,0.0,0.4,UNK,,,
Christian Gamble,MERCY,34,33,21.1,4.2,6.30%,3.9,1.4,3.8,36.40%,0.6,2.1,28.80%,0.6,0.8,73.10%,1.6,1.4,0.2,2.0,1.9,0.6,0.1,0.8,UNK,,,
Jamar Brown,UCLA,34,2,16.1,3.2,4.70%,3.9,1.4,3.2,42.70%,0.7,2.1,32.90%,0.5,0.5,100.00%,2.8,1.9,1.0,0.5,1.5,0.4,0.1,0.6,SR,G,4,5177743
Chris Eagan,AMER,32,0,11.2,4.0,5.70%,3.9,1.6,3.6,44.30%,0.0,0.2,20.00%,0.7,0.9,79.30%,1.7,1.2,0.5,0.1,1.7,0.8,0.1,0.2,FR,F,35,5314451
Kaden Magwood,AUB,16,2,11.1,3.8,5.10%,3.9,1.5,3.7,40.70%,0.6,1.9,32.30%,0.3,0.3,100.00%,0.9,0.8,0.2,1.9,1.2,0.8,0.1,0.5,FR,G,5,5101808
Reid Cason,ECU,31,12,15.2,3.6,5.00%,3.9,1.5,2.6,57.30%,0.0,0.3,11.10%,0.9,1.3,67.50%,3.3,2.0,1.3,0.3,2.1,0.9,1.0,0.5,SO,F,23,5239834
Panagiotis Pagonis,UNO,31,7,17.4,4.3,5.90%,3.9,1.2,3.5,33.90%,0.4,1.6,24.00%,1.2,1.6,72.00%,3.1,2.3,0.8,1.1,2.1,0.7,0.1,0.4,FR,F,99,5313581
Finn Lally,W&M,25,1,10.0,3.5,4.70%,3.9,1.4,2.8,49.30%,0.4,1.0,38.50%,0.8,1.2,66.70%,1.9,1.3,0.6,1.0,1.3,0.6,0.5,0.3,SR,F,43,5242597
Ruben Prey,SJU,34,1,10.6,3.5,4.80%,3.9,1.3,2.7,46.70%,0.3,0.6,52.60%,1.1,1.6,69.80%,1.9,1.0,1.0,0.9,1.8,0.6,0.7,0.4,SO,F,17,5240539
Halon Rawlins,FAIR,33,23,16.9,4.6,6.60%,3.9,1.5,4.4,34.00%,0.5,2.1,25.00%,0.4,0.7,60.90%,2.6,1.3,1.3,1.1,2.2,0.8,0.5,0.7,FR,G,11,5311733
Chase McCarty,HOU,33,0,12.0,2.8,4.10%,3.9,1.3,3.1,40.80%,0.9,2.5,34.90%,0.5,0.5,88.90%,2.4,1.5,1.0,0.2,1.3,0.2,0.3,0.4,FR,F,24,5101660
Elijah Perkins,SPU,22,19,25.4,4.9,7.20%,3.9,1.5,4.1,36.30%,0.0,0.5,0.00%,0.9,1.6,55.60%,2.9,1.9,1.0,1.9,2.1,0.8,0.3,1.1,SR,G,7,5106667
Khalon Hudson,PRES,32,0,11.2,3.0,4.30%,3.9,1.4,2.8,51.10%,0.2,0.8,20.80%,0.9,1.0,90.30%,2.5,1.5,0.9,0.3,1.2,0.4,0.1,0.6,SO,G,2,5241604
Edwin Daniel,LASA,31,4,14.4,4.1,6.00%,3.9,1.7,3.5,49.50%,0.0,0.1,0.00%,0.5,1.0,50.00%,3.5,2.1,1.4,0.4,2.5,0.9,1.3,0.5,UNK,,,
Cougar Downing,UMBC,31,0,12.5,2.9,4.30%,3.9,1.3,3.1,41.20%,0.9,2.4,37.80%,0.4,0.5,81.30%,0.9,0.8,0.1,0.6,1.0,0.3,0.0,0.2,SR,G,21,5177355
Trey Fort,MSU,31,6,10.1,3.5,5.10%,3.9,1.4,4.0,34.10%,0.8,2.5,32.90%,0.4,0.4,92.30%,1.2,1.0,0.2,0.6,0.7,0.6,0.2,0.2,SR,G,9,4703411
Mason So,MSMU,31,16,18.2,4.9,7.10%,3.9,1.4,3.3,40.80%,0.7,2.0,35.50%,0.5,0.6,78.90%,2.4,2.1,0.3,2.2,1.7,1.9,0.1,0.5,UNK,,,
Mason So,MSMMD,31,16,18.2,4.9,7.10%,3.9,1.4,3.3,40.80%,0.7,2.0,35.50%,0.5,0.6,78.90%,2.4,2.1,0.3,2.2,1.7,1.9,0.1,0.5,UNK,,,
Teshaun Steele,NEWHV,31,0,15.2,4.0,6.10%,3.9,1.3,3.0,44.10%,0.2,1.1,17.10%,1.1,1.5,71.70%,3.2,2.0,1.2,0.9,1.4,0.5,0.5,0.5,UNK,,,
Quin Gorman,STB,31,30,18.6,4.0,5.60%,3.9,1.4,3.2,43.00%,0.5,1.5,30.40%,0.7,1.0,65.60%,3.6,2.3,1.4,0.9,1.9,0.6,0.9,0.5,UNK,,,
Marland Harris,MORG,20,6,13.0,3.5,4.70%,3.9,1.5,2.7,54.70%,0.0,0.0,0.00%,1.0,1.5,69.00%,3.8,3.0,0.8,0.3,2.5,0.8,1.5,0.3,SR,F,7,5243111
Carlos Coronado,NIU,20,1,10.3,4.2,5.60%,3.9,1.1,2.8,36.80%,0.3,1.2,20.80%,1.6,2.3,68.90%,0.9,0.6,0.2,0.6,0.9,1.0,0.0,0.3,FR,G,2,5314202
Malachi Arrington,NJIT,29,15,14.2,3.5,4.90%,3.9,1.6,2.7,59.70%,0.0,0.0,0.00%,0.7,1.3,55.30%,3.7,2.5,1.2,0.0,2.6,0.7,0.7,0.2,SO,C,32,5239761
James Scott,MISS,35,27,17.9,3.0,4.20%,3.9,1.8,2.4,72.90%,0.0,0.0,0.00%,0.3,0.7,50.00%,4.5,3.2,1.4,0.6,1.8,0.6,1.3,0.5,JR,F,4,5102798
Riley Mulvey,SIENA,26,5,18.1,4.0,6.10%,3.9,1.6,2.7,60.00%,0.0,0.0,0.00%,0.7,0.8,85.00%,4.0,2.2,1.8,1.6,1.4,1.0,0.8,0.3,UNK,,,
Kerrington Kiel,TROY,34,5,16.1,4.3,6.00%,3.9,1.2,3.3,35.70%,0.4,1.6,27.30%,1.1,1.5,72.50%,3.6,2.1,1.4,1.1,1.7,0.8,0.3,0.9,SO,F,0,5176731
Grady Lewis,CSUN,32,2,9.5,2.9,3.70%,3.9,1.7,2.6,65.50%,0.0,0.0,0.00%,0.4,1.1,38.90%,2.4,1.3,1.1,0.4,1.9,0.3,0.2,0.1,SR,F,21,5117707
Jordan Clayton,NU,31,10,18.3,3.2,4.80%,3.9,1.3,3.1,41.20%,1.0,2.5,41.00%,0.3,0.5,53.30%,1.7,1.5,0.2,1.4,2.1,0.5,0.2,0.5,JR,G,11,5093250
Brady Hardewig,WGA,31,26,17.3,3.2,4.30%,3.9,1.3,3.4,39.00%,1.1,2.9,36.70%,0.2,0.2,83.30%,1.3,1.1,0.2,0.8,1.0,0.5,0.1,0.4,SO,G,1,5240024
Mikhail Pocknett,BUF,23,0,13.5,4.3,6.30%,3.9,1.5,2.9,50.70%,0.0,0.0,0.00%,0.9,1.5,60.00%,4.1,2.3,1.8,0.3,1.9,0.9,0.3,0.8,JR,F,3,5180962
"Rickey Mitchell, Jr.",BCU,15,4,15.6,4.9,6.80%,3.9,1.3,4.4,30.30%,0.8,2.7,30.00%,0.4,0.6,66.70%,1.7,1.3,0.4,1.3,1.5,1.0,0.2,0.5,JR,G,2,5176249
Nordin Kapic,SC,22,4,10.8,3.3,4.70%,3.9,1.4,3.3,41.10%,0.7,2.1,34.00%,0.4,0.6,69.20%,2.0,1.4,0.6,0.4,1.3,0.4,0.0,0.1,SR,F,24,5112189
Stephan Snagg,BING,28,14,19.1,3.1,4.60%,3.9,1.6,2.6,61.60%,0.0,0.0,0.00%,0.6,1.1,56.30%,2.8,2.0,0.8,0.4,2.4,0.4,0.3,0.3,SO,F,13,5174814
Ian Inman,COL,21,0,9.7,2.9,4.00%,3.9,1.3,3.2,41.80%,1.0,2.6,37.00%,0.2,0.2,100.00%,1.0,0.8,0.2,0.4,0.8,0.4,0.0,0.2,UNK,,,
Trevon Blassingame,IDA,35,3,16.9,3.3,4.60%,3.9,1.3,2.9,46.50%,0.7,1.9,37.90%,0.5,0.6,72.70%,2.6,1.9,0.7,0.5,1.9,0.7,0.2,0.7,UNK,,,
Isaiah Placide,UMASS,28,0,8.9,2.8,3.80%,3.9,1.2,3.0,38.80%,0.9,2.1,41.70%,0.6,0.9,68.00%,1.0,0.8,0.3,0.3,0.8,0.3,0.1,0.2,UNK,,,
Marcus Whitlock,MTSU,21,0,11.6,2.9,4.00%,3.9,1.3,3.2,41.80%,0.9,2.5,35.80%,0.3,0.4,75.00%,1.1,0.7,0.5,0.5,1.0,0.3,0.3,0.6,SO,G,1,5176188
Clayton Parker,MORE,21,8,16.1,4.4,6.30%,3.9,1.5,4.4,33.30%,0.3,1.8,18.90%,0.6,0.8,75.00%,2.3,1.0,1.3,1.0,1.5,0.5,0.0,0.4,FR,F,33,5314330
Dean Shepherd,DSU,27,3,11.4,3.7,5.40%,3.9,0.9,2.8,33.30%,0.1,0.8,18.20%,1.9,2.4,76.90%,1.2,0.6,0.6,0.4,1.3,0.4,0.0,0.6,JR,G,22,5176278
Elijah Jones,LONG,27,2,17.3,3.8,5.10%,3.9,1.2,2.7,45.80%,0.2,0.6,31.30%,1.2,1.8,67.30%,3.6,2.3,1.4,0.7,2.7,0.7,0.3,0.7,SR,F,23,5176811
Jay Jones,UPENN,27,0,13.7,4.0,5.60%,3.9,1.2,2.7,43.20%,0.3,0.7,38.90%,1.2,2.1,58.90%,2.3,1.9,0.4,1.2,1.2,0.7,0.0,0.5,UNK,,,
Malik Olafioye,EIU,20,2,16.5,5.3,7.60%,3.8,1.5,3.8,37.70%,0.2,1.0,15.00%,0.8,1.3,64.00%,1.9,1.7,0.3,1.3,1.8,1.5,0.2,0.6,SO,G,11,5177742
Julian Margrave,OMAHA,20,0,9.8,3.3,4.70%,3.8,1.4,3.8,35.10%,0.9,3.0,31.70%,0.2,0.2,100.00%,0.8,0.6,0.2,0.3,1.2,0.3,0.2,0.1,UNK,,,
Landon Moore,ILST,33,0,14.3,3.5,5.00%,3.8,1.4,3.2,42.90%,0.6,1.8,33.90%,0.5,1.0,50.00%,1.4,1.2,0.2,1.0,1.2,0.5,0.0,0.3,SR,G,1,5106612
Eric Morgan Jr.,SPU,26,1,11.2,3.2,4.60%,3.8,1.3,3.6,36.60%,0.7,1.9,36.00%,0.5,0.7,77.80%,0.7,0.4,0.2,0.7,1.1,0.3,0.0,0.3,SR,G,0,5112342
Jaxon Prunty,COFC,32,10,15.4,3.8,5.30%,3.8,1.0,3.0,33.30%,0.4,1.4,26.10%,1.5,1.8,83.90%,2.0,1.4,0.6,0.9,1.3,0.5,0.0,0.4,FR,G,0,5060731
Deangelo Elisee,IPFW,32,17,13.8,3.0,4.10%,3.8,1.7,2.4,69.70%,0.0,0.1,50.00%,0.5,0.8,61.50%,2.6,1.5,1.1,0.3,2.2,0.6,1.3,0.3,UNK,,,
Erich Harding,MAR,32,12,14.3,3.6,4.90%,3.8,1.5,2.4,62.80%,0.0,0.1,0.00%,0.8,1.7,47.20%,2.7,1.3,1.4,0.5,2.3,0.7,0.6,0.3,UNK,,,
Kareem Watson,DSU,19,2,11.1,4.7,6.90%,3.8,1.7,4.4,39.30%,0.0,0.1,0.00%,0.4,0.5,70.00%,1.9,1.5,0.4,0.3,0.6,1.0,0.2,0.5,SO,F,13,5108720
Jalen Vazquez,LEH,31,19,21.9,5.0,7.10%,3.8,1.4,3.5,38.50%,0.4,1.3,28.20%,0.8,1.1,68.60%,2.6,2.3,0.3,2.0,1.6,1.2,0.1,1.1,JR,G,31,5314506
Andrew Akuchie,RICE,31,6,13.9,3.1,4.40%,3.8,1.4,2.5,55.80%,0.0,0.2,20.00%,1.0,1.4,72.70%,3.8,2.3,1.5,0.3,1.7,0.5,0.5,0.3,SR,F,13,5107142
Jamai Felt,TEM,31,23,13.3,3.7,5.50%,3.8,1.4,2.3,62.00%,0.0,0.0,0.00%,1.0,1.7,58.50%,4.1,2.4,1.7,0.4,2.6,0.8,0.6,0.3,SO,F,1,5108050
Emeka Opurum,AUB,6,0,9.5,1.9,2.70%,3.8,1.7,2.2,76.90%,0.0,0.0,0.00%,0.5,1.0,50.00%,2.5,1.8,0.7,0.2,1.3,0.0,1.0,0.3,SO,C,14,5311503
Amare Allen,MAINE,24,5,13.8,4.4,6.60%,3.8,1.3,3.5,37.60%,0.4,1.3,28.10%,0.8,1.4,55.90%,1.6,1.3,0.3,0.3,0.9,0.8,0.1,0.4,UNK,,,
Thierno Sylla,MEM,23,14,13.9,3.6,4.80%,3.8,1.4,2.7,50.80%,0.0,0.2,0.00%,1.0,1.7,60.00%,2.5,1.6,0.9,0.3,2.2,0.7,0.8,0.2,SR,C,31,5106647
Chadlyn Traylor,COFC,32,1,16.4,3.8,5.40%,3.8,1.3,3.3,41.00%,0.5,1.3,39.50%,0.6,1.1,52.80%,1.0,0.9,0.2,2.0,1.6,0.5,0.1,0.3,FR,G,1,5313546
Noam Dovrat,MIA,26,0,9.6,2.5,3.60%,3.8,1.2,2.7,45.70%,1.0,2.1,47.30%,0.3,0.3,100.00%,0.5,0.5,0.0,1.1,0.6,0.4,0.0,0.4,JR,G,14,5311986
Terrance Arceneaux,NCSU,30,0,15.8,3.4,4.80%,3.8,1.4,3.3,41.00%,0.5,1.5,32.60%,0.6,0.7,77.30%,2.7,2.0,0.6,0.5,0.8,0.4,0.4,0.9,JR,G,21,5106059
Jordan Fisher,OHIO,5,0,4.4,2.6,3.70%,3.8,1.4,2.8,50.00%,0.2,1.0,20.00%,0.8,1.2,66.70%,0.4,0.4,0.0,0.2,0.6,0.2,0.0,0.4,FR,F,24,5314213
Grant Polk,SC,30,0,12.9,3.0,4.30%,3.8,1.3,3.4,38.20%,0.9,2.6,32.90%,0.3,0.4,90.90%,1.1,0.6,0.5,0.1,0.8,0.2,0.1,0.2,FR,G,13,5254178
Cade Phillips,TENN,10,9,15.3,3.3,4.70%,3.8,1.7,2.6,65.40%,0.0,0.0,0.00%,0.4,1.3,30.80%,4.0,2.2,1.8,0.4,1.7,0.7,1.1,0.2,JR,F,12,4848640
Matheo Coffi,UTSA,30,21,19.0,3.8,5.20%,3.8,1.6,3.1,50.00%,0.5,1.3,36.80%,0.2,0.4,50.00%,4.8,3.1,1.8,0.8,2.0,0.9,0.7,0.3,FR,F,23,5313655
Ahmad Johnson,UAPB,29,2,12.2,3.6,4.80%,3.8,1.3,3.5,36.30%,0.8,2.5,31.50%,0.4,0.6,76.50%,0.8,0.6,0.2,0.8,1.4,0.6,0.1,0.2,SR,G,10,5106662
Addarin Scott,UMKC,29,5,12.5,4.1,5.60%,3.8,1.5,3.1,48.40%,0.0,0.1,0.00%,0.8,1.3,57.90%,2.8,1.4,1.4,0.5,2.5,0.8,0.4,0.2,UNK,,,
Isaiah Barnes,VALPO,29,13,13.3,4.1,5.90%,3.8,1.3,3.7,35.20%,0.4,1.5,25.60%,0.8,1.1,69.70%,1.8,1.4,0.4,0.5,1.0,0.7,0.1,0.3,UNK,,,
Trent Coleman,CHSO,24,1,10.9,2.6,3.30%,3.8,1.2,2.3,50.00%,0.5,1.3,40.00%,1.0,1.3,71.90%,2.5,1.5,1.0,0.3,0.8,0.1,0.0,0.1,SR,F,4,5254986
Jaquias Franklin,CHSO,24,3,14.6,4.6,5.90%,3.8,1.4,3.5,39.30%,0.7,2.3,29.60%,0.4,0.5,81.80%,1.5,1.5,0.0,2.6,1.3,1.3,0.1,0.5,SR,G,2,5313448
Daniel Helterhoff,RIDER,24,2,9.3,3.1,4.50%,3.8,1.3,2.2,58.50%,0.0,0.2,0.00%,1.2,1.6,76.30%,1.8,1.2,0.6,0.3,1.0,0.7,0.1,0.0,UNK,,,
Kyle Pock,UNI,33,1,13.0,2.9,4.50%,3.8,1.3,3.3,38.90%,0.9,2.5,34.50%,0.4,0.5,75.00%,1.0,0.9,0.1,0.2,0.9,0.2,0.1,0.4,JR,F,22,5176385
Carter Hopoi,VALPO,33,2,14.9,3.9,5.60%,3.8,1.4,3.1,44.60%,0.2,0.8,20.00%,0.9,1.9,48.40%,2.4,1.5,0.9,0.6,1.1,0.6,0.7,0.3,UNK,,,
Khalil Farmer,UML,33,0,14.2,3.6,5.00%,3.8,1.2,3.4,35.10%,0.5,1.7,32.10%,0.9,1.4,61.70%,1.5,1.2,0.3,0.5,1.5,0.5,0.2,0.4,JR,G,22,5105717
Isaiah Henderson,SIENA,28,1,13.8,3.4,5.10%,3.8,1.1,3.1,34.90%,0.8,2.5,30.40%,0.9,1.2,75.80%,0.8,0.6,0.2,0.5,0.9,0.5,0.1,0.2,UNK,,,
Bentley Waller,CSUB,23,1,10.7,3.8,4.90%,3.8,1.4,3.2,44.60%,0.3,0.8,36.80%,0.6,0.7,87.50%,1.3,1.0,0.3,0.6,1.4,1.0,0.0,0.3,FR,G,5,5241844
Gioacchino Panzini,CORN,27,0,10.4,2.5,3.40%,3.8,1.4,2.1,67.20%,0.4,0.9,50.00%,0.4,0.8,57.10%,1.9,1.4,0.6,0.6,1.7,0.5,0.3,0.4,UNK,,,
Semetri Carr,CAL,31,2,16.5,4.4,6.10%,3.8,1.1,3.0,35.10%,0.3,1.1,23.50%,1.4,1.8,78.20%,2.5,1.8,0.6,2.2,1.5,0.6,0.1,0.4,FR,G,3,5164560
Keyshuan Tillery,CIN,31,0,12.3,4.5,6.30%,3.8,1.3,3.5,37.00%,0.5,1.5,33.30%,0.7,1.0,70.00%,1.2,1.0,0.2,1.8,1.0,1.2,0.1,0.5,FR,G,7,5196876
Ardarius Grayson,WEB,31,0,13.1,4.4,6.00%,3.8,1.3,3.8,33.30%,0.4,1.5,24.40%,0.9,1.2,77.80%,1.5,1.4,0.2,1.3,1.0,0.9,0.0,0.7,FR,G,12,5313295
David Giddens,CLEV,22,3,10.1,3.2,4.40%,3.8,1.4,3.4,40.50%,0.7,2.5,29.60%,0.3,0.5,70.00%,1.2,1.0,0.2,0.4,0.7,0.5,0.0,0.1,UNK,,,
Kyrese Mullen,NMSU,26,4,14.0,4.7,6.60%,3.8,1.2,3.4,33.70%,0.3,1.3,26.50%,1.1,1.9,58.00%,3.8,2.2,1.7,0.4,2.5,1.0,0.1,0.2,SR,F,3,5106697
Luke Haertle,SDKS,30,0,14.9,4.8,6.90%,3.8,1.3,3.6,37.00%,0.3,1.3,23.10%,0.8,1.3,60.00%,2.9,2.1,0.8,1.4,1.2,1.1,0.1,0.5,UNK,,,
Jake DiMichele,DUQ,25,0,14.4,3.2,4.40%,3.8,1.4,3.3,41.50%,0.5,1.8,29.50%,0.5,0.6,81.30%,1.2,0.9,0.2,0.7,1.3,0.4,0.2,0.5,SO,G,44,5174586
K.C. Ibekwe,PAC,32,0,9.3,3.3,4.90%,3.8,1.8,2.9,59.60%,0.0,0.0,0.00%,0.3,0.8,29.60%,1.6,1.0,0.6,0.3,1.4,0.8,0.3,0.2,SR,C,24,5105631
Dontrell Hewlett,UWGB,4,0,6.8,6.0,8.80%,3.8,1.3,4.8,26.30%,0.3,1.8,14.30%,1.0,2.0,50.00%,1.5,1.0,0.5,1.5,1.5,0.8,0.3,0.3,UNK,,,
Luka Vudragovic,PEPP,31,4,12.0,3.5,4.90%,3.7,1.4,3.7,37.90%,0.5,2.2,24.60%,0.4,0.4,84.60%,1.2,1.0,0.2,0.3,0.5,0.5,0.1,0.2,FR,G,77,5314742
Cameron Tweedy,SFU,31,3,13.3,3.1,4.30%,3.7,1.6,2.9,56.70%,0.0,0.0,0.00%,0.5,0.7,66.70%,2.5,1.7,0.8,0.4,0.8,0.5,0.2,0.2,UNK,,,
Cortez Graham-Howard,UNA,27,0,13.6,4.1,6.00%,3.7,1.4,3.5,40.00%,0.4,1.3,33.30%,0.5,0.8,61.90%,1.7,1.3,0.3,1.2,0.9,1.0,0.4,0.3,FR,G,12,5314351
Ashton Reynolds,CCSU,23,1,10.2,3.0,4.50%,3.7,1.3,2.7,46.00%,0.3,0.8,31.60%,1.0,1.2,81.50%,2.0,1.2,0.7,0.3,1.4,0.3,0.5,0.3,FR,G,13,5312656
Brooklyn Vick,NCAT,19,5,17.7,5.6,7.80%,3.7,1.2,3.6,33.30%,0.3,1.4,23.10%,1.0,1.5,65.50%,2.3,2.0,0.3,2.4,1.3,1.6,0.1,0.8,FR,G,7,5312172
Brandon Hardy,SOU,34,10,18.4,3.5,4.60%,3.7,1.3,3.0,44.10%,0.6,1.6,35.80%,0.5,0.7,75.00%,2.1,1.5,0.7,0.7,1.6,0.8,0.1,1.0,JR,G,4,5176556
Sean Logan,DAV,26,7,15.7,4.3,6.40%,3.7,1.5,3.0,49.40%,0.1,0.3,28.60%,0.7,1.7,37.80%,3.4,2.1,1.3,0.7,2.3,0.8,2.4,0.5,SR,F,15,5105866
Emil Skytta,NDSU,26,0,12.1,3.0,4.20%,3.7,1.7,2.9,56.60%,0.1,0.3,37.50%,0.3,0.8,40.00%,1.8,1.1,0.8,0.7,1.4,0.3,0.0,0.5,JR,G,8,5108046
Kose Egbule,JMU,22,15,16.2,4.9,7.10%,3.7,1.1,3.2,33.80%,0.5,1.6,31.40%,1.0,1.5,69.70%,2.0,1.8,0.2,1.8,2.0,1.4,0.2,0.5,SR,G,12,5252289
Andrew Osasuyi,SBU,33,2,12.0,3.1,4.40%,3.7,1.6,2.5,65.10%,0.0,0.0,0.00%,0.5,1.0,46.90%,2.8,1.5,1.4,0.2,2.2,0.6,1.7,0.6,FR,C,33,5311889
Nic Codie,TEX,22,4,14.8,3.7,5.10%,3.7,1.5,3.3,45.20%,0.0,0.5,9.10%,0.7,1.1,60.00%,3.0,2.0,1.0,0.6,1.4,0.5,0.5,0.0,SO,F,10,5149083
Isaiah Carr,DRK,32,2,11.7,3.8,5.40%,3.7,1.3,2.4,55.80%,0.0,0.0,0.00%,1.0,1.7,62.30%,3.2,2.1,1.1,0.6,2.2,0.9,1.2,0.4,UNK,,,
Jamarion Davis-Fleming,MSST,32,6,20.3,3.5,4.70%,3.7,1.6,2.3,67.60%,0.0,0.0,0.00%,0.6,1.8,33.90%,4.8,3.0,1.9,0.7,2.2,0.5,1.3,0.4,FR,F,0,5220874
Martins Kilups,ORU,32,0,17.5,3.2,4.40%,3.7,1.4,3.1,45.50%,0.8,2.1,35.80%,0.2,0.4,35.70%,2.1,1.3,0.8,0.7,2.3,0.5,0.0,0.4,FR,G,7,5314799
Dominick Nelson,ISU,21,0,8.2,3.6,5.00%,3.7,1.2,2.7,46.40%,0.0,0.3,0.00%,1.2,2.2,56.50%,1.0,0.8,0.2,0.3,0.6,0.7,0.1,0.4,SR,G,11,5241380
Jalen Breath,OHIO,28,1,12.9,4.1,5.60%,3.7,1.3,2.5,52.90%,0.0,0.0,0.00%,1.1,2.6,41.70%,3.0,1.8,1.1,0.4,2.0,0.8,0.5,0.2,SR,F,22,4897370
Danas Kazakevicius,HOW,34,14,14.5,4.0,5.50%,3.7,1.4,2.9,47.50%,0.0,0.1,25.00%,0.9,1.1,79.50%,2.4,1.5,0.9,1.0,1.7,1.0,0.3,0.3,FR,C,13,5316219
Jaxson Ford,SHSU,17,0,11.1,3.5,4.80%,3.7,1.7,2.8,60.40%,0.0,0.1,0.00%,0.3,0.6,50.00%,3.5,2.2,1.2,0.6,2.5,1.1,0.3,0.4,SO,F,10,5242606
Chris Kumu,CAN,27,5,12.9,4.1,6.20%,3.7,1.4,4.1,35.50%,0.2,1.0,19.20%,0.6,1.2,51.50%,1.5,0.8,0.7,0.2,1.2,0.4,0.0,0.6,FR,G,0,5311725
Dane Christensen,UTRGV,27,3,13.4,3.6,5.20%,3.7,1.3,3.2,39.50%,0.6,1.8,33.30%,0.6,1.0,59.30%,2.5,1.9,0.6,0.9,1.5,0.6,0.1,0.4,UNK,,,
Miles Klapper,IDA,30,4,11.9,3.1,4.30%,3.7,1.3,2.9,46.00%,0.6,1.4,42.90%,0.4,0.6,68.40%,1.9,1.5,0.4,0.7,0.6,0.5,0.0,0.5,UNK,,,
Elias Rapieque,KSU,20,12,15.3,4.0,5.20%,3.7,1.5,3.2,46.00%,0.5,1.3,40.00%,0.3,0.9,31.60%,2.6,1.5,1.1,1.5,2.8,0.7,0.3,0.8,JR,F,0,5311919
Valentino Simon,OMAHA,30,8,12.5,3.5,5.00%,3.7,1.2,2.3,53.60%,0.0,0.1,0.00%,1.2,1.9,64.90%,3.1,1.9,1.2,0.6,1.3,0.5,0.4,0.1,UNK,,,
Milos Ilic,CAL,33,8,17.3,4.1,5.70%,3.7,1.4,2.5,55.60%,0.1,0.2,28.60%,0.9,1.3,71.40%,4.5,3.1,1.4,1.4,2.7,1.0,0.2,0.6,SR,C,8,4897890
Emmanuel Stephen,UNLV,23,13,16.0,4.2,5.90%,3.7,1.6,3.1,51.40%,0.0,0.0,0.00%,0.5,1.1,42.30%,4.4,2.3,2.1,0.3,3.0,0.8,0.6,0.4,SO,C,34,5164369
Mason Shrout,IPFW,13,0,5.9,2.5,3.40%,3.7,1.2,2.5,45.50%,0.8,2.0,38.50%,0.6,0.7,88.90%,0.5,0.4,0.2,0.4,0.8,0.2,0.0,0.5,UNK,,,
JoJo Moore,TUL,32,2,12.6,3.8,5.40%,3.7,1.4,2.9,46.80%,0.1,0.6,15.80%,0.8,1.3,67.50%,1.9,1.4,0.5,0.9,0.8,0.7,0.3,0.5,UNK,,,
Isiah Harwell,HOU,31,0,14.1,3.8,5.60%,3.7,1.2,4.1,28.30%,0.7,2.7,27.40%,0.6,1.0,61.30%,2.0,1.5,0.5,0.5,1.2,0.3,0.3,0.6,FR,G,1,5041942
Tyeree Bryan,TTU,31,13,17.5,3.5,5.00%,3.7,1.3,3.6,35.10%,0.7,2.5,28.60%,0.5,0.7,66.70%,2.6,1.6,1.0,0.6,1.1,0.3,0.2,0.4,SR,G,1,5108120
Duce Paschal,WEB,31,16,12.8,4.0,5.40%,3.7,1.4,3.8,35.60%,0.4,1.5,23.90%,0.6,0.9,70.40%,2.5,1.9,0.6,0.7,1.5,0.6,0.1,0.9,FR,G,9,5313294
Isaiah Wilson,WIN,34,31,19.8,5.3,7.10%,3.7,1.2,3.8,31.80%,0.3,1.5,17.60%,1.0,1.6,63.00%,1.4,1.2,0.2,2.6,2.5,1.4,0.1,1.0,SR,G,1,4700973
George Beale,UCF,24,0,8.2,3.0,4.10%,3.7,1.1,3.5,32.50%,0.8,2.3,33.90%,0.6,0.8,83.30%,0.9,0.8,0.1,0.3,0.9,0.3,0.1,0.1,SR,G,3,5107975
Noah Collier,LASA,3,3,14.0,3.7,5.70%,3.7,1.7,4.0,41.70%,0.0,0.0,0.00%,0.3,0.7,50.00%,2.3,1.0,1.3,1.3,3.0,0.3,1.0,0.0,UNK,,,
Corey Miller,MON,9,1,13.4,2.5,3.60%,3.7,1.3,2.6,52.20%,0.4,1.0,44.40%,0.6,0.7,83.30%,0.9,0.7,0.2,1.0,1.3,0.3,0.0,0.3,UNK,,,
